KIT DE CALIPER NACIONALES (AKRON);;;;;;;;;;;
Referencia;Descripcion;Para;Diametro mm ;;;COSTO;CARACAS;ORIENTE;CATEGOTRIA;EQUIVALENCIA;MARCA
5607;Kit Antiruido D.Chrysler LeBaron, Spirit, Caravan, (91/95),  (91/95), Pastilla: D-521 MX-7403  ;1 Rueda;;;;1,70;3,78;4,25;KIT ANTIRUIDOS IMPORTADOS ;;
5620;Kit Antiruido Delantero,  2 Retenes, 2 Bushings, Ford Bronco, Pastilla: D632/D626-7503;1 Rueda;;;;5,00;11,11;12,50;KIT ANTIRUIDOS IMPORTADOS ;;
5627;Kit Antiruido Rueda Trasera, 2 retenes y 2 Bushing, Ford Explorer (95/99) D667 7545A;1 Rueda;;;;2,00;4,44;5,00;KIT ANTIRUIDOS IMPORTADOS ;;
5628;Kit Antiruido Delantero, 2 Clips y 2 Bushing, Ford Fortaleza Triton/Expedition, D702 7576, Ram D758 7627;1 Rueda;;;;2,70;6,00;6,75;KIT ANTIRUIDOS IMPORTADOS ;;
5629;Kit Antiruido Rueda Trasera, 2 retenes y 2 Bushing, Fortaleza Trasera, D879, D711 7584, Explorer D1109 8214;1 Rueda;;;;2,00;4,44;5,00;KIT ANTIRUIDOS IMPORTADOS ;;
5635;Kit Antiruido Ford F-450, Super Duty Delantero/Trassero, (94/99), Pastilla: D-411 7299 (4 Piezas) ;1 Rueda;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
5636;Kit Antiruido Delantero.Chevrolet Blazer Pastilla: D726 7593;1 Rueda;;;;0,90;2,00;2,25;KIT ANTIRUIDOS IMPORTADOS ;;
5636-K;Kit Antiruido Completo de Tornillos y Bushing Delantero, Chevrolet Blazer, Pastilla: D726 7593;2 Ruedas;;;;7,20;16,00;18,00;KIT ANTIRUIDOS IMPORTADOS ;;
5644;Kit Antiruido Silverado, C-1500, Express Delantero, Pastilla: D785 7653, Tahoe/Avalanche;1 Rueda;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
5645;Kit Antiruido Silverado 2500/3500 (04/99), Pastilla: D-784 MX7652, 1 Rueda Delantera;1 Rueda;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
5658;Kit Antiruido Delantero, Chrysler Sebring/Stratus (01/06),  Pastilla: D869 7744, Ford Focus (05/07) D1044 7947, (12/18) P7957;1 Rueda;;;;4,20;9,33;10,50;KIT ANTIRUIDOS IMPORTADOS ;;
5682;Kit Antiruido Trasero, Jeep Series: Grand Cherokee (05/07), Nissan Armada, Titan (04/15), Pastilla: D1087 7945;1 Rueda;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
5684;Kit Antiruido Delantero, Jeep Series: Grand Cherokee (99/04), Pastilla: D945 7846;2 Ruedas;;;;12,00;26,67;30,00;KIT ANTIRUIDOS IMPORTADOS ;;
5784;Kit Antiruido Delantero, Chevrolet Silverado (05/07), Chey.Pastilla: 7997 D1092 ;1 Rueda;;;;6,00;13,33;15,00;KIT ANTIRUIDOS IMPORTADOS ;;
5784-K;Kit Antiruido Delantero, Chevrolet Silverado (05/07), Chey.Pastilla: 7997 D1092, (Incluye Tornillos y Bushings) ;1 Rueda;;;;9,00;20,00;22,50;KIT ANTIRUIDOS IMPORTADOS ;;
5789;Kit Antiruido Delantero, Chevrolet Trail Blazer (06/07), Colorado,  Pastilla: D1169 8282;1 Rueda;;;;2,10;4,67;5,25;KIT ANTIRUIDOS IMPORTADOS ;;
5802;Kit Antiruido 2 Sujetadores Metalicos y 2 Bushings, Ford Econoline E-250/350 (94/92), Pastilla: 7436D-557;1 Rueda;;;;6,00;13,33;15,00;KIT ANTIRUIDOS IMPORTADOS ;;
5805;Kit Antiruido Delantero, 1 Clip Izquierdo, 1 Clip Dererecho, 2 Bushings, Ford F-350 (95/96), Pastilla: D655 7535;1 Rueda;;;;3,40;7,56;8,50;KIT ANTIRUIDOS IMPORTADOS ;;
5806;Kit Antiruido Delantero, 1 Clip Grande, 2 Clips pequeños, 2 Bushings, Ford Explorer P.7532 , Expedition/Fortaleza Triton, 7558, 7584;1 Rueda.;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
5810;Kit Antiruido Ford F-350 (99/02), Super Duty (98/00), Pastilla: D-757 7626, Rueda Trasera;1 Rueda.;;;;6,00;13,33;15,00;KIT ANTIRUIDOS IMPORTADOS ;;
5813;Kit Antiruido Chevrolet Blazer Trasero, Pastilla: D729 7596;2 Ruedas;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
5815;Kit Antiruido Grand Cherokee (99/02), Pastilla: D790 7660, Delantero. ;1 Rueda;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
5816;Kit Antiruido Grand Cherokee (99/02), Pastilla: D791 7661, Trasero.;2 Ruedas;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
5821;Kit Antiruido Chevrolet Silverado 1500 (99/00) Trasero, Pastilla: D792 7662;1 Rueda;;;;6,40;14,22;16,00;KIT ANTIRUIDOS IMPORTADOS ;;
5822;Kit Antiruido, Ford F-350 Super Duty, (8 Piezas), PD756 7625 Ganchos, Sujetadores y Bushings;1 Rueda;;;;5,00;11,11;12,50;KIT ANTIRUIDOS IMPORTADOS ;;
5822-K;Kit Antiruido, Ford F-350 Super Duty, (12 Piezas), PD756 7625, Guias, Tornillos, Ganchos, Sujetadores y Bushings;1 Rueda;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
5824;Kit Antiruido Trasero, Chevrolet Suburban Series: 1500/2500, 4x4, Avalanche 1500, Pastilla: D834 7707 / D974 7875;1 Rueda;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
5826;Kit Antiruido Ford F-450, Super Duty, Delantero/Trasero, (99/01), Pastilla: D-777 7644, (4 Piezas);1 Rueda;;;;6,40;14,22;16,00;KIT ANTIRUIDOS IMPORTADOS ;;
5831;Kit Antiruido Dodge Series: Ram T-2500 (03/08), Pastilla: D1077 7865 Trasero.;1 Rueda;;;;4,20;9,33;10,50;KIT ANTIRUIDOS IMPORTADOS ;;
5838;Kit Antiruido Cherokee Liberty Delantero.Pastilla: D856 7732;1 Rueda;;;;2,40;5,33;6,00;KIT ANTIRUIDOS IMPORTADOS ;;
5839;Kit Antiruido Chevrolet Trail Blazer Trasero.Pastilla: D883 7760;1 Rueda;;;;5,40;12,00;13,50;KIT ANTIRUIDOS IMPORTADOS ;;
5840;Kit Antiruido Chevrolet Trail Blazer Delantero.Pastilla: D882 7759;2 Ruedas;;;;7,80;17,33;19,50;KIT ANTIRUIDOS IMPORTADOS ;;
5849;Kit Antiruido Delantero, Ford Explorer Expedition (03/04), Pastilla: D934 7837 ;1 Rueda;;;;9,60;21,33;24,00;KIT ANTIRUIDOS IMPORTADOS ;;
5850;Kit Antiruido Chevrolet Express 1500/Tahoe Trasero.Pastilla: D974 7881  ;1 Rueda;;;;6,60;14,67;16,50;KIT ANTIRUIDOS IMPORTADOS ;;
5852;Kit Antiruido Ford Expedition Trasero, (03/06),  Pastilla: D935 7838;1 Rueda;;;;6,00;13,33;15,00;KIT ANTIRUIDOS IMPORTADOS ;;
5857;Kit Antiruido Ford F-150 Trasero, 4x4 Triton (05/07), Pastilla: D1012 7916;1 Rueda;;;;7,20;16,00;18,00;KIT ANTIRUIDOS IMPORTADOS ;;
5861;Kit Antiruido Jeep Cherokee Liberty, Delantero, (08/12), Mustang (05/13), Pastilla: D1273 8389;1 Rueda;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
5862;Kit Antiruido Jeep Cherokee Liberty, Trasero, Pastilla: D1274 8390, Ford Explorer Trasero. (13/16), Pastilla: D1754 8970;1 Rueda;;;;2,40;5,33;6,00;KIT ANTIRUIDOS IMPORTADOS ;;
5863;Kit Antiruido Delantero, Ford F-150 (2004),  Pastilla: D1011 7915;1 Rueda;;;;6,60;14,67;16,50;KIT ANTIRUIDOS IMPORTADOS ;;
5864;Kit Antiruido Delantero, Jeep Grand Cherokee (2005),  Pastilla:7985 D1080;1 Rueda;;;;3,50;7,78;8,75;KIT ANTIRUIDOS IMPORTADOS ;;
5864-K;Kit Antiruido Delantero, Jeep Grand Cherokee 2005,  Pastilla: 7985 D1080, Completo con Guías y Tornillos;1 Rueda;;;;7,50;16,67;18,75;KIT ANTIRUIDOS IMPORTADOS ;;
5867;Kit Antiruido Delantero, Chevrolet LUV D-Max 4x4, Pastilla: D1039-7943;1 Rueda;;;;4,60;10,22;11,50;KIT ANTIRUIDOS IMPORTADOS ;;
5867-K;Kit Completo Antiruido, Delantero, Chevrolet LUV D-Max 4x4, Pastilla: D1039-7943;1 Rueda;;;;7,50;16,67;18,75;KIT ANTIRUIDOS IMPORTADOS ;;
5868;Kit Antiruido Luv D-Max 4x4, Modelo Nuevo, Pastilla:  D1677 8906;2 Ruedas;;;;4,20;9,33;10,50;KIT ANTIRUIDOS IMPORTADOS ;;
5868-K;Kit Completo de Antiruido Luv D-Max 4x4, Modelo Nuevo, Pastilla:  D1677 8906;1 Rueda;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
5872;Kit Antiruido Delantero, Ford F-150 (04, 06/09),  Pastilla: D1083 7915, Kit Completo de Tornillos, Guias y Bushings;2 Ruedas;;;;9,00;20,00;22,50;KIT ANTIRUIDOS IMPORTADOS ;;
5878K;Kit Antiruido Delantero, Ford Fusion (06/07), Pastilla: D1164 8277, Mazda 6 (06/13);2 Ruedas;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
5882;Kit Anturuido, Trasero, Chevrolet Tahoe (07/13), Silverado 1500, Avalanche, Pastilla: D1194 8312;1 Rueda;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
5887;Kit Antiruido Dodge Dakota (05/10), Delantero,Dodge Ram T1500 (06/10) Delantero.;1 Rueda;;;;7,20;16,00;18,00;KIT ANTIRUIDOS IMPORTADOS ;;
5890;Kit Antiruido Delantero, Ford Explorer Expedition Eddie Bauer (06/07), Pastilla: D1158 8268;1 Rueda;;;;3,50;7,78;8,75;KIT ANTIRUIDOS IMPORTADOS ;;
5891k;Kit Antiruido Ford Expedition 07/09 Past.D1278 8394;2 Ruedas;;;;25,00;55,56;62,50;KIT ANTIRUIDOS IMPORTADOS ;;
5893;Kit Antiruido Trasero, Ford Fusion (06/12), Pastilla: D1161 8272, Mazda 6 (06/13);2 Ruedas;;;;14,40;32,00;36,00;KIT ANTIRUIDOS IMPORTADOS ;;
5895;Kit Antiruido Ford Focus (08/11), Pastilla: D1339 8450;1 Rueda;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
5966;Kit Antiruido Ford Explorer (02/11), Pastilla: D833 7706;1 Rueda;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
6102;Kit Antiruido Chevrolet Series Cheyenne 3500, Delantero y Trasero, Pastilla: D1411 8523, Nissan Titan, Delantero y Trasero.;1 Rueda;;;;0,00;0,00;0,00;KIT ANTIRUIDOS IMPORTADOS ;;
6103;Kit Antiruido Ford Series: F-150, Expedition (08/17), Pastilla: D1414 8528, Econoline:E-150/250/350/450, Delantero, D1328 8440;1 Rueda;;;;3,50;7,78;8,75;KIT ANTIRUIDOS IMPORTADOS ;;
6118;Kit Antiruido Trasero, Ford Series: Explorer, Explorer Sport Trac, Pastilla: D1109 8214;2 Ruedas;;;;8,00;17,78;20,00;KIT ANTIRUIDOS IMPORTADOS ;;
6130;Kit Antiruido Jeep Graned Cherokee (11/16) Delantero.Pastilla:  D1455-8655 / D1629-8856;1 Rueda;;;;5,00;11,11;12,50;KIT ANTIRUIDOS IMPORTADOS ;;
6130K;Kit Antiruido Jeep Grand Cherokee (11/16) Delantero.Pastilla: D1455-8655 / D1629-8856;2 Ruedas;;;;14,40;32,00;36,00;KIT ANTIRUIDOS IMPORTADOS ;;
6131;Kit Antiruido Jeep Grand Cherokee (11/16) Trasero.Pastilla: D1498-8698;1 Rueda;;;;3,50;7,78;8,75;KIT ANTIRUIDOS IMPORTADOS ;;
6134;Kit Antiruido Delantero, Chevrolet Cruze (11/13) Pastilla: D1522 8697;2 Ruedas;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
6135;Kit Antiruido Trasero, Chevrolet Cruze (11/13), Pastilla: D1468-8668;1 Rueda;;;;5,40;12,00;13,50;KIT ANTIRUIDOS IMPORTADOS ;;
6137;Kit Antiruido Ford Explorer (11/17) Delantero, Pastilla: D1508 8715;1 Rueda;;;;4,20;9,33;10,50;KIT ANTIRUIDOS IMPORTADOS ;;
6141;Kit Antiruido  Delantero y Trasero, Chevrolet Series: Cheyenne 3500, Pastilla: D1411 8523;2 Ruedas ;;;;7,50;16,67;18,75;KIT ANTIRUIDOS IMPORTADOS ;;
6147K;Kit Antiruido Ford Series: F-250/350 (08/21) Pastilla: D1333 7974 Delant.;2 Ruedas;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
6148K;Kit Antiruido Jeep Series: Renegade, Cherokee Renegade, Wrangler, Pastilla: D1809 9044 Trasero.;2 Ruedas;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
6150;Kit Antiruido Ford Explorer (13/16) Delant. Pastilla: D1611 8824;1 Rueda;;;;4,00;8,89;10,00;KIT ANTIRUIDOS IMPORTADOS ;;
6151;Kit Antiruido Ford Explorer (13/19) Trasero.Pastilla: D1754 8488;2 Ruedas;;;;15,00;33,33;37,50;KIT ANTIRUIDOS IMPORTADOS ;;
6157;Kit Antiruido Trasero Jeep Series: Liberty (03/07), Pastilla: D981 7863;1 Rueda;;;;4,50;10,00;11,25;KIT ANTIRUIDOS IMPORTADOS ;;
6157K;Kit Antiruido Trasero Jeep Series: Liberty (03/07), Pastilla: D981 7863;2 Ruedas;;;;12,00;26,67;30,00;KIT ANTIRUIDOS IMPORTADOS ;;
6158K;Kit Antiruido Ford series: F-250/350, (08/21), Pastilla: D1334 7973, Trasero;2 Ruedas;;;;9,50;21,11;23,75;KIT ANTIRUIDOS IMPORTADOS ;;
6233K;Kit Antiruido Toyota series: Corolla, Prius, (19/22), Pastilla: D2176 9421;2 Ruedas;;;;15,00;33,33;37,50;KIT ANTIRUIDOS IMPORTADOS ;;
13003;Kit Antiruido,Toyota Series: 4Runner (03/05), FJ Cruiser (07/14), Tacoma (05/20);2 Ruedas;;;;2,50;5,56;6,25;KIT ANTIRUIDOS IMPORTADOS ;;
13098;Kit Antiruido Chevrolet Swift 1.300/1.600, Pastillas D-451 7331 / D-452 7332, 2Piezas;1 Rueda;;;;1,80;4,00;4,50;KIT ANTIRUIDOS IMPORTADOS ;;
13144;Kit Antiruido Isuzu Caribe (86/84), Delantero.Pastilla D-285 7188 (8 Piezas);1 Rueda;;;;2,60;5,78;6,50;KIT ANTIRUIDOS IMPORTADOS ;;
13169;Kit Antiruido, 4 Retenes, Ford Festiva, Pastilla D-402 7291 ;2 Ruedas;;;;0,90;2,00;2,25;KIT ANTIRUIDOS IMPORTADOS ;;
13169K;Kit Antiruido, Completo: 2 Retenes, Pasadores, Bocinas,Bushings, Tornillos Ford Festiva, Pastilla D-402 7291;1 Rueda;;;;6,50;14,44;16,25;KIT ANTIRUIDOS IMPORTADOS ;;
13222;Kit Antiruido Honda Civic (92/93), Pastilla, PD-7443 D-564, Trasero;1 Rueda;;;;4,50;10,00;11,25;KIT ANTIRUIDOS IMPORTADOS ;;
13225;Kit Antiruido Delantero, Hyundai Excel/Accent 2 Retenes Pastilla D497 7376;1 Rueda.;;;;1,80;4,00;4,50;KIT ANTIRUIDOS IMPORTADOS ;;
13225K;Kit Antiruido Delantero, Hyundai Excel/Accent, Completo de Bushings, Guias y Retenes;1 Rueda;;;;6,00;13,33;15,00;KIT ANTIRUIDOS IMPORTADOS ;;
13235;Kit Antiruido Trasero Honda Series:Civic (03/15), Pastilla D537 7418, Odyssey (95/98), Prelude (92/01);1 Rueda;;;;5,70;12,67;14,25;KIT ANTIRUIDOS IMPORTADOS ;;
13242;Kit Antiruido Toyota Hilux 4x4, Pastilla D605 7486, Pastilla D605 7486, D303 7205 ;1 Rueda.;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
13250;Kit Antiruido Delantero, 2 Clips izquierdos, 2 Derechos, 2 Testigos,Toyota Corolla, Starlet, Pastilla 7153 D242;1 Rueda;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
13250K;Kit Antiruido Delantero, 2 Clips izquiedos, 2 Derechos, 2 Testigos, 4 Bushings,2 Tornillos, 2 Guías, Toyota Corolla, Starlet, Pastilla 7153 D242;1 Rueda;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
13251;Kit Antiruido Toyota Corolla New Sensation, Delantero, completo de Tornillos y Bushings, Pastilla 7154;1 Rueda;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
13252;Kit Antiruido Toyota Corolla New Sensation, P.7155,Trasero, completo de Tornillo y Bushings;1 Rueda;;;;7,50;16,67;18,75;KIT ANTIRUIDOS IMPORTADOS ;;
13253;Kit Antiruido Delantero, Nissan Sentra, Pastilla D510 7389;1 Rueda;;;;4,00;8,89;10,00;KIT ANTIRUIDOS IMPORTADOS ;;
13254;Kit Antiruido Toyota Series: Corolla Delantero, (07/12),Pastilla D1571 8780 (P.7156);2 Ruedas;;;;6,50;14,44;16,25;KIT ANTIRUIDOS IMPORTADOS ;;
13254K;Kit Antiruido Toyota Series: Corolla Delantero, (07/12),Pastilla. D1571 8780 (P.7156), Kit Completo;2 Ruedas;;;;15,00;33,33;37,50;KIT ANTIRUIDOS IMPORTADOS ;;
13255;Kit Antiruido Toyota Series: Corolla Trasero, (08/15),Pastilla D1572 8781 (7157);2 Ruedas;;;;7,40;16,44;18,50;KIT ANTIRUIDOS IMPORTADOS ;;
13256;Kit Antiruido Delantero, Suzuki Grand Vitara, Pastilla D680 7559;1 Rueda;;;;5,00;11,11;12,50;KIT ANTIRUIDOS IMPORTADOS ;;
13258;Kit Antiruido Delantero, Hyundai Elantra/Sonata, Tiburon, Pastilla D449 7329;1 Rueda;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
13283;Kit Antiruido Trasero Toyota Series: Corolla 1,8 97/02 Pastilla D325 7223;2Ruedas;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
13294;Kit Antiruido, Delantero, Nissan Sentra 95/99 Pastilla D668 7546;1 Rueda;;;;5,40;12,00;13,50;KIT ANTIRUIDOS IMPORTADOS ;;
13302;Kit Antiruido Trasero, Mazda/Mitsubishi, Pastilla D553 7432 / D3297225, Mazda 929 (92/95), Mitsubishi Galant/MX/MF ;1 Rueda;;;;1,70;3,78;4,25;KIT ANTIRUIDOS IMPORTADOS ;;
13315;Pad Spring Kit Delantero, Toyota 4Runner (92/02), Toyota Land Cruiser (93/97), T100 (93/98);2 Ruedas.;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
13316;Pad Spring Kit Delantero, Toyota 4Runner ,Tacoma, Toyota Land Cruiser (15/22);2 Ruedas.;;;;7,50;16,67;18,75;KIT ANTIRUIDOS IMPORTADOS ;;
13333;Kit Antiruido Trasero, Pastilla D340 7234, Volkswagen New Beetle/Golf/Vento;1 Rueda.;;;;6,00;13,33;15,00;KIT ANTIRUIDOS IMPORTADOS ;;
13335;Kit Antiruido, Delantero, Mazda 3 y 5 (06/07) Pastilla D1044 7947, Daewoo Serie: Lanos (1999), Mini Cooper (02/16);2 Ruedas.;;;;4,20;9,33;10,50;KIT ANTIRUIDOS IMPORTADOS ;;
13338;Kit Antiruido, Mitsubishi Montero (99/02), Delantero, Pastilla PD-7412 D-530;1 Rueda.;;;;1,70;3,78;4,25;KIT ANTIRUIDOS IMPORTADOS ;;
13340;Kit Antiruido Trasero, Hyundai Elantra (94/06) Pastilla D434 7344 ;1 Rueda;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
13345;Kit Antiruido, Toyota Land Cruiser (Americano), (98/04), Delantero, Pastilla D772 7639;1 Rueda.;;;;8,70;19,33;21,75;KIT ANTIRUIDOS IMPORTADOS ;;
13358;Kit Antirudo Kia Sportage (98/02), Pastilla D774 7641;1 Rueda.;;;;7,20;16,00;18,00;KIT ANTIRUIDOS IMPORTADOS ;;
13360;Kit Antiruido Hyundai Santa Fé (01/06), Pastilla D955 7854, Delantero, Kia Sorento (03/09) ;1 Rueda.;;;;7,20;16,00;18,00;KIT ANTIRUIDOS IMPORTADOS ;;
13364;Kit Antiruido  Hyundai Santa Fe/Tucson/Elantra/Sonata, Kia Optima/Sportage, Trasero;1 Rueda.;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
13375;Kit Antiruido Trasero Camry Lumiere Trasero, Pastilla D885 7786;1 Rueda.;;;;5,10;11,33;12,75;KIT ANTIRUIDOS IMPORTADOS ;;
13378K;Kit Antiruido Mazda Allegro/Ford Laser Trasero, Pastilla D892 7771;2 Ruedas;;;;9,00;20,00;22,50;KIT ANTIRUIDOS IMPORTADOS ;;
13402;Kit Antiruido Isuzu Caribe 442 (90)-Trooper, Delantero, Pastilla D363 7253, Mitsubishi Montero (88/91), Pannel L300 P.7241;1 Rueda.;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
13409;Kit Antiruido Nissan Sentra/Primera (00/06), Delantero, Pastilla D462 D485 7342;1 Rueda.;;;;5,40;12,00;13,50;KIT ANTIRUIDOS IMPORTADOS ;;
13411;Kit Antiruido Delantero, 2 Clips izquierdos, 2 Derechos, 1 Testigo, Mitsubishi Lancer, Mirage, Terios, Pastilla 7417 D535, 7782 D904;1 Rueda.;;;;2,50;5,56;6,25;KIT ANTIRUIDOS IMPORTADOS ;;
13411K;Kit Antiruido Mitsubishi Lancer/Mirage Pastilla  D535 7417,  (91/99) Kit Completo con Tornillos, Ganchos y Bushings;2 Ruedas.;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
13421K;Kit Antiruido Delantero Toyota Series: Camry (92/96), Celica (94/97), Rav4 (96/00), Pastilla D562 7441;2 Ruedas.;;;;18,00;40,00;45,00;KIT ANTIRUIDOS IMPORTADOS ;;
13422;Kit Antiruido Delantero, Mitsubishi Galant, Mirage, Pastilla D484 7365;1 Rueda.;;;;4,50;10,00;11,25;KIT ANTIRUIDOS IMPORTADOS ;;
13423;Kit Antiruido Mitsubishi Series:Montero Past.D530 7412,Galant,Eclipse;1 Rda.;;;;2,50;5,56;6,25;KIT ANTIRUIDOS IMPORTADOS ;;
13426;Kit Antiruido Kia Rio (01/02), Pastilla D466 7219/7613, Mazda 323 (90/94), Mercury Tracer (91/99);2 Ruedas;;;;5,40;12,00;13,50;KIT ANTIRUIDOS IMPORTADOS ;;
13434;Kit Antiruido Delantero, Honda Civic/Acura (93/95),  Pastilla PD-7497 D-621;1 Rueda.;;;;6,60;14,67;16,50;KIT ANTIRUIDOS IMPORTADOS ;;
13438;Kit Antiruido Trasero, Mitsubishi Montero (99/02),  Pastilla PD-7743 D-868;1 Rueda.;;;;6,00;13,33;15,00;KIT ANTIRUIDOS IMPORTADOS ;;
13439K;Kit Antiruido Toyota Yaris (99/01) Pastilla D831 7704, Contiene Tornillos, Guìas de Caliper y Ganchos;1 Rueda.;;;;6,00;13,33;15,00;KIT ANTIRUIDOS IMPORTADOS ;;
13443;Kit Antiruido Land Cruiser (93/97) Trasero, Toyota Pickup (84/95) Delantero,  Toyota Burbuja, 4Runner Trasero, P.7487 ;1 Rueda.;;;;1,50;3,33;3,75;KIT ANTIRUIDOS IMPORTADOS ;;
13444;Kit Antiruido Chrysler Sebring (02/05), Mitsubishi Lancer (04/13), Galant (01/11) Delantero;1 Rueda.;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
13447;Kit Antiruido Delantero, Camry (02/04), Pastilla D908 7787;1 Rueda.;;;;6,00;13,33;15,00;KIT ANTIRUIDOS IMPORTADOS ;;
13452;Kit Antiruido Mazda Series: 3, 5 (04/13), Ruedas Traseras, Pastilla D973 7957;1 Rueda.;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
13457;Kit Antiruido Hyundai Tiburon/Kia Optima/Tucson (03/06), Delantero, Pastilla D924 7825, D924 7990;1 Rueda.;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
13458;Kit Antiruido Trasero, Toyota Land Cruiser (Americano) (94/08) P7640, Suzuki Grand Vitara (06/11) Delantero, Pastilla D1188 8307;1 Rueda.;;;;5,40;12,00;13,50;KIT ANTIRUIDOS IMPORTADOS ;;
13471;Kit Antiruido Toyota Yaris (07/08), Pastilla D1184 8301, Delantero ;1 Rueda.;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
13471K;Kit Antiruido Toyota Yaris (07/08), Pastilla D1184 8301, Completo De Tornillos, Guias y Bushings;2 Ruedas.;;;;15,00;33,33;37,50;KIT ANTIRUIDOS IMPORTADOS ;;
13483;Kit Antiruido Dodge Caliber, Jeep Compass, Pastilla D886 8338, Delantero.;2 Ruedas;;;;7,20;16,00;18,00;KIT ANTIRUIDOS IMPORTADOS ;;
13490K;Kit Antiruido Delantero, Toyota Series: Land Cruiser (08/11)-(13/18), Tundra, Sequoia (08/21);2 Ruedas;;;;14,40;32,00;36,00;KIT ANTIRUIDOS IMPORTADOS ;;
13496;Kit Antiruido Nissan Tiida 2006/2010 Past. D1345 8456;1 Rueda;;;;2,00;4,44;5,00;KIT ANTIRUIDOS IMPORTADOS ;;
13508;Kit Antiruido Delantero, Kia Rio Stylus (03/12), Pastilla D889 7767A / D1515 8724;1 Rueda;;;;1,00;2,22;2,50;KIT ANTIRUIDOS IMPORTADOS ;;
13515;Kit Antiruido Chevrolet Aveo/Optra, Pastilla D1035 7779, Contiene solo Ganchos;1 Rueda;;;;2,00;4,44;5,00;KIT ANTIRUIDOS IMPORTADOS ;;
13515K;Kit Antiruido Chevrolet Aveo/Optra, Pastilla D1035 7779, Contiene Tornillos, Guìas de Caliper y Ganchos;1 Rueda;;;;6,00;13,33;15,00;KIT ANTIRUIDOS IMPORTADOS ;;
13565K;Kit Antiruido Toyota Series: Highlander Tras. D2305 9540, Corolla Matrix D1210 8330;2 Ruedas;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
13574K;Kit Antiruido Honda Series:CR-V 07/11,Odyssey 05/10 Past. D1089 7994;2Rdas.;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
13628K;Kit Antiruido Toyota Series: Camry (07/21), Avalon (08/18) Trasero.;2 Ruedas;;;;18,00;40,00;45,00;KIT ANTIRUIDOS IMPORTADOS ;;
13638K;Kit Antiruido Ruedas Traseras, Pastilla D1037 7940, Mitsubishi Series: Lancer, Otlander (04/13);2 Ruedas;;;;12,00;26,67;30,00;KIT ANTIRUIDOS IMPORTADOS ;;
13644;Kit Antiruido Chevrolet Esteem 96/01 Past. D677 7557 , Suzuki Samurai 1995;1 Rda.;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
13652K;Kit Antiruido Hyundai Elantra (03/06) Pastilla D941 7843, Contiene Tornillos, Guìas de Caliper y Ganchos;1 Rueda;;;;7,20;16,00;18,00;KIT ANTIRUIDOS IMPORTADOS ;;
